Part No.,Nominal cross section mm²,Stud hole,Kind of connection,Connecting material,IEC Certification,UL Certification,DNV-GL Certification,Cable Class 1,Cable Class 2,Cable Class 5,Cable Class 6,K50 Serie,K4 serie,K22 Serie,K13 Serie,K15 Serie,K25 Serie,K5,K05,K06,K95,K09,K02,K2,K93,K94,EK30IDML,EK60VP,EKM60ID,EK60VPFT,EK120ID,Image URL
7SG12,70,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
7SG6,70,6,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
7SG8,70,8,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
7SG10,70,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
7SG12,70,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
47R645,70,6,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R845,70,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1045,70,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1245,70,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1445,70,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1645,70,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R2045,70,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R645,70,6,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R845,70,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1045,70,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1245,70,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1445,70,14,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R1645,70,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R2045,70,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
47R6,70,6,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R8,70,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R10,70,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R12,70,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R14,70,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R16,70,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R20,70,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R6,70,6,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R8,70,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R10,70,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R12,70,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R14,70,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R16,70,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
47R20,70,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
27R,70,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
27R,70,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
157R,70,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
TV70,70,-,Connector,"T-Connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/50F64969-4228-48BB-81E3-10C54859ACB1
KV70,70,-,Connector,"Cross-connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/1184E404-5B38-45E4-8123-054D2AF6A2D8
607R6,70,6,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
607R8,70,8,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
607R10,70,10,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
607R12,70,12,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
607R16,70,16,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
627R,70,-,Connector,"Insulated butt connectors, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/73FAF2C2-0630-4305-B5AF-7AAA65BC5F57
707F8,70,8,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
707F10,70,10,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
707F12,70,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
707F14,70,14,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
707F16,70,16,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
747F8,70,8,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
747F10,70,10,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
747F12,70,12,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
747F14,70,14,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
747F16,70,16,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
727F,70,-,Connector,"Butt connectors, Cu, F-series",,x,,,,x,x,,,x,x,x,x,,,,x,,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/591F2493-BA69-482A-BB1A-FED513AE4572
8R8,95,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R8MS,95,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R10,95,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R10MS,95,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R12,95,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R12MS,95,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R14,95,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R14MS,95,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R16,95,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R16MS,95,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R20,95,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R20MS,95,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R8,95,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R8MS,95,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R10,95,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R10MS,95,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R12,95,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R12MS,95,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R14,95,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R14MS,95,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R16,95,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R16MS,95,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8R20,95,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
8R20MS,95,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
8SG6,95,6,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
8SG8,95,8,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
8SG10,95,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
8SG12,95,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
8SG6,95,6,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
8SG8,95,8,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
8SG10,95,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
8SG12,95,12,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
48R845,95,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R1045,95,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R1245,95,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R1645,95,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/897A7841-13B6-4866-91FB-91DC88B4E692
48R2045,95,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R845,95,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R1045,95,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R1245,95,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R1645,95,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/897A7841-13B6-4866-91FB-91DC88B4E692
48R2045,95,20,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
48R8,95,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R10,95,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R12,95,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R14,95,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R16,95,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R20,95,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R8,95,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R10,95,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R12,95,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R14,95,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R16,95,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
48R20,95,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
28R,95,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
28R,95,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
158R,95,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
